Purchase_ID,Customer_ID,Product_ID,Purchase_Amount,Discount_Applied,Payment_Method,Purchase_Date,Quantity_Purchased,Shipping_Cost,Delivery_Time_Days
68,17818,2340,1998.4939672165342,No,Crypto,2024-03-15 00:21:40.766346,3,28.652917391386723,3
69,12694,16753,89.36898423288977,Yes,Credit Card,2024-03-15 00:21:40.766346,6,28.162725517922006,2
70,14032,10365,1195.5211607919991,Yes,PayPal,2024-03-15 00:21:40.766346,9,22.749464787681152,7
71,1338,17745,1407.9104602194006,No,Credit Card,2024-03-15 00:21:40.766346,7,15.046854842510825,6
72,17829,5656,442.7115506779646,No,Debit Card,2024-03-15 00:21:40.766346,7,0.5586178632184802,11
73,11453,7081,596.1324400108722,Yes,Crypto,2024-03-15 00:21:40.766346,5,10.933318254216228,6
74,16073,17051,1046.0042101182132,No,Crypto,2024-03-15 00:21:40.766346,6,5.953684422890426,5
75,3775,16604,1902.3378295327093,No,Credit Card,2024-03-15 00:21:40.766346,2,17.73808589373419,12
76,8438,5538,181.91261240838912,No,Debit Card,2024-03-15 00:21:40.766346,9,,9
77,16306,168,299.22618333301,Yes,Crypto,2024-03-15 00:21:40.766346,4,8.808104114694409,2
78,13108,8924,1281.2995615605141,No,Crypto,2024-03-15 00:21:40.766346,9,3.864054073537404,12
79,14802,17151,362.46454336566103,Yes,Debit Card,2024-03-15 00:21:40.766346,1,38.015987619527984,3
80,7631,9665,1472.2996083777525,Yes,Debit Card,2024-03-15 00:21:40.766346,6,19.59034483053489,7
81,13609,9297,504.6279613369093,No,Crypto,2024-03-15 00:21:40.766346,2,4.317313463847511,12
82,8573,13165,658.4964108774778,Yes,PayPal,2024-03-15 00:21:40.766346,6,22.090853803409242,5
83,15203,305,1575.113169021152,Yes,PayPal,2024-03-15 00:21:40.766346,2,31.925088042609772,4
84,13575,13375,984.7173013622117,No,Debit Card,2024-03-15 00:21:40.766346,4,43.33814267385762,5
85,2711,2881,1598.0760418549849,Yes,Debit Card,2024-03-15 00:21:40.766346,5,12.381997957416862,5
86,17175,3242,580.8475667262645,Yes,Debit Card,2024-03-15 00:21:40.766346,3,4.652380241816023,12
87,15294,17049,694.5211512572594,Yes,Crypto,2024-03-15 00:21:40.766346,1,15.712796251933058,4
88,3247,13114,1281.9808258035334,Yes,Credit Card,2024-03-15 00:21:40.766346,3,38.112393705793565,12
89,5221,10003,935.2155326342305,Yes,Credit Card,2024-03-15 00:21:40.766346,7,6.235271001170845,1
90,10560,2700,1840.1504558891288,Yes,Credit Card,2024-03-15 00:21:40.766346,7,11.319945017059247,6
91,6783,16338,1389.3976412322843,No,Credit Card,2024-03-15 00:21:40.766346,8,41.10797565653078,3
92,4632,17387,1383.202265891947,Yes,PayPal,2024-03-15 00:21:40.766346,5,41.23775214902315,11
93,14126,9576,1517.377307864213,Yes,Credit Card,2024-03-15 00:21:40.766346,5,25.245563893508837,5
94,3467,2332,1617.9152977822332,No,Crypto,2024-03-15 00:21:40.766346,8,20.091200373691965,10
95,8662,2163,1771.322585160128,No,Credit Card,2024-03-15 00:21:40.766346,7,5.679921198336412,1
96,16999,4545,1508.6092331600298,Yes,Debit Card,2024-03-15 00:21:40.766346,5,39.773582291013355,13
97,9510,364,1173.0172454447281,Yes,Credit Card,2024-03-15 00:21:40.766346,1,30.719814537045874,4
98,4948,17461,125.51233135072354,No,Crypto,2024-03-15 00:21:40.766346,7,27.419230839881003,3
99,8377,11761,1043.1171292192757,Yes,PayPal,2024-03-15 00:21:40.766346,3,32.30347890365922,7
100,17089,14573,1428.7810054464271,Yes,Credit Card,2024-03-15 00:21:40.766346,2,,9
101,1715,9735,1769.0698089755856,Yes,PayPal,2024-03-15 00:21:40.766346,5,32.253524904054736,5
102,2490,6615,468.66018474886965,No,PayPal,2024-03-15 00:21:40.766346,1,39.912012304648684,1
103,14929,539,1769.5589988404784,Yes,Credit Card,2024-03-15 00:21:40.766346,8,17.91667612375729,9
104,4867,11115,667.8648103260228,No,Credit Card,2024-03-15 00:21:40.766346,7,6.189499431150508,1
105,16792,10665,1571.0905908109203,No,PayPal,2024-03-15 00:21:40.766346,2,40.67044914963397,2
106,17465,9387,926.8042968637299,No,Crypto,2024-03-15 00:21:40.766346,9,40.6355898991301,10
107,4856,12884,142.57842361128814,Yes,Crypto,2024-03-15 00:21:40.766346,5,16.32839352477108,1
108,2473,12753,1487.7537777297669,No,Crypto,2024-03-15 00:21:40.766346,2,19.19848220933335,4
109,16507,1280,1388.0869963195491,Yes,Debit Card,2024-03-15 00:21:40.766346,7,24.548171276644187,8
110,13860,10051,823.2845380152436,Yes,Crypto,2024-03-15 00:21:40.766346,7,29.336473821947983,8
111,8674,17906,1679.1932468778637,No,Debit Card,2024-03-15 00:21:40.766346,3,18.087933325967605,12
112,13924,15106,1363.7988970307042,No,Crypto,2024-03-15 00:21:40.766346,2,,1
113,14337,16738,1478.0311469328071,No,Crypto,2024-03-15 00:21:40.766346,7,6.836797993365523,3
114,5208,14902,225.0496510974229,No,PayPal,2024-03-15 00:21:40.766346,8,24.452481573983015,3
115,1178,6254,491.64835562413646,No,Credit Card,2024-03-15 00:21:40.766346,5,35.03534131835474,7
116,17125,9096,62.187031273685974,No,Debit Card,2024-03-15 00:21:40.766346,2,41.85679577026817,12
117,16545,7461,1915.0138342902476,Yes,Debit Card,2024-03-15 00:21:40.766346,2,21.220462673166878,2
118,1966,13351,1120.6503347386792,Yes,Crypto,2024-03-15 00:21:40.766346,6,34.82597020190024,5
119,10380,3995,230.26376743532418,No,PayPal,2024-03-15 00:21:40.766346,6,15.82580819223402,12
120,7433,5186,927.8607464047586,Yes,Credit Card,2024-03-15 00:21:40.766346,9,22.385690720779962,10
121,7314,7811,404.30717553371545,Yes,Debit Card,2024-03-15 00:21:40.766346,1,26.09967524098596,5
122,16393,11805,,Yes,Credit Card,2024-03-15 00:21:40.766346,5,24.871560882719674,12
123,13429,427,962.6414320339438,No,Crypto,2024-03-15 00:21:40.766346,7,15.637970202553042,4
124,8911,3479,1652.9450751638221,No,PayPal,2024-03-15 00:21:40.766346,2,38.24055081419426,9
125,6265,17601,,No,Crypto,2024-03-15 00:21:40.766346,5,38.73409330441965,3
126,18184,14091,807.6478706786409,Yes,Crypto,2024-03-15 00:21:40.766346,6,41.09019028954636,4
127,16385,5211,1355.9662456054514,No,Credit Card,2024-03-15 00:21:40.766346,8,44.957765886326825,5
128,14412,991,1908.7019960781547,Yes,PayPal,2024-03-15 00:21:40.766346,4,3.7911909105418196,7
129,3231,8075,987.4105159670839,No,PayPal,2024-03-15 00:21:40.766346,1,11.334689628126181,8
130,17759,18390,483.26590249589003,Yes,PayPal,2024-03-15 00:21:40.766346,9,46.62507269519761,7
131,16024,2839,1625.0283555839142,No,Debit Card,2024-03-15 00:21:40.766346,6,21.759212248814702,8
132,2996,6682,1496.0073095377834,Yes,PayPal,2024-03-15 00:21:40.766346,8,26.097879928318534,9
133,5940,17827,791.1395923348529,Yes,Crypto,2024-03-15 00:21:40.766346,2,29.93720862818801,1
134,12328,16370,1261.408903274765,No,PayPal,2024-03-15 00:21:40.766346,4,26.724307689072553,10
135,4208,11945,575.1417474026858,Yes,Credit Card,2024-03-15 00:21:40.766346,8,35.1261299900531,2
136,16750,5912,493.57222298073054,Yes,Credit Card,2024-03-15 00:21:40.766346,2,6.070468080923447,1
137,7081,16397,,No,Crypto,2024-03-15 00:21:40.766346,3,22.80586826520385,8
138,10760,2754,722.876165756889,No,Credit Card,2024-03-15 00:21:40.766346,2,49.904111223506746,13
139,11374,3697,1227.0751008313182,No,PayPal,2024-03-15 00:21:40.766346,8,8.766761711611498,6
140,6583,4958,765.1249984894376,No,Crypto,2024-03-15 00:21:40.766346,3,28.962490949292736,5
141,2879,3238,1317.360601485642,Yes,Crypto,2024-03-15 00:21:40.766346,4,8.43686449715258,3
142,15202,17583,997.5485115843766,No,Credit Card,2024-03-15 00:21:40.766346,8,30.848626922195827,6
143,17047,3815,1584.5131855809036,Yes,Crypto,2024-03-15 00:21:40.766346,3,25.812934270287506,6
144,15090,1903,,Yes,PayPal,2024-03-15 00:21:40.766346,7,45.372240748165524,8
145,12362,12979,583.7481305625373,Yes,PayPal,2024-03-15 00:21:40.766346,7,8.563869465916973,4
146,14234,17439,423.1268608141872,No,Debit Card,2024-03-15 00:21:40.766346,6,10.155106743471304,11
147,14650,8575,1055.143581414867,No,Credit Card,2024-03-15 00:21:40.766346,7,11.332203366396804,6
148,5953,7915,370.68431345875706,Yes,PayPal,2024-03-15 00:21:40.766346,1,4.454028526584752,8
149,430,5808,1083.2996113634542,Yes,Crypto,2024-03-15 00:21:40.766346,8,16.12721325904336,5
150,1535,6372,,Yes,Crypto,2024-03-15 00:21:40.766346,6,46.72277050014178,7
151,7621,9239,938.6411910455935,No,PayPal,2024-03-15 00:21:40.766346,5,13.789425850798104,10
152,7663,2563,703.0574218721387,Yes,PayPal,2024-03-15 00:21:40.766346,6,,4
153,4073,3462,1367.5186201608578,Yes,Credit Card,2024-03-15 00:21:40.766346,6,33.52836127816136,3
154,4832,11294,679.0903673006317,Yes,Credit Card,2024-03-15 00:21:40.766346,9,5.17337736053674,1
155,12205,12460,,No,PayPal,2024-03-15 00:21:40.766346,4,0.8085791684472543,1
156,327,4224,1064.844133175873,Yes,Debit Card,2024-03-15 00:21:40.766346,3,17.44403551793573,2
157,7644,14723,895.0288939078267,Yes,Crypto,2024-03-15 00:21:40.766346,9,6.213756575592505,6
158,6365,3729,1847.7122357619162,No,Crypto,2024-03-15 00:21:40.766346,4,46.22247691057485,6
159,17137,17066,639.2421663993648,Yes,Credit Card,2024-03-15 00:21:40.766346,6,16.712990303013335,8
160,10037,13530,754.9213518907873,Yes,Credit Card,2024-03-15 00:21:40.766346,7,27.945700752239922,4
161,713,8325,1261.7610881457958,No,Debit Card,2024-03-15 00:21:40.766346,8,,7
162,2381,3405,117.23835671189345,No,Credit Card,2024-03-15 00:21:40.766346,6,29.662109583683982,12
163,15485,12828,1438.0418660931718,No,PayPal,2024-03-15 00:21:40.766346,7,42.464440864801276,11
164,14465,13887,1750.6766173319163,No,Debit Card,2024-03-15 00:21:40.766346,9,20.673628642497228,1
165,4165,12016,1494.6436412554172,No,PayPal,2024-03-15 00:21:40.766346,4,4.12291021403341,8
166,15681,4402,727.5972120451194,No,Debit Card,2024-03-15 00:21:40.766346,6,45.79720654003003,5
167,9936,12595,,No,Debit Card,2024-03-15 00:21:40.766346,1,,2
168,12973,1266,1450.9157568758383,Yes,Credit Card,2024-03-15 00:21:40.766346,4,34.35289619640273,7
169,1776,16921,627.0320864955382,No,PayPal,2024-03-15 00:21:40.766346,1,5.744857689397531,13
170,4568,7741,528.4692478920355,No,PayPal,2024-03-15 00:21:40.766346,5,15.403304092534864,6
171,965,5771,1618.094438930576,Yes,Debit Card,2024-03-15 00:21:40.766346,9,49.184945970966126,5
172,9941,16823,1837.1044517132736,Yes,Debit Card,2024-03-15 00:21:40.766346,4,17.72369693764862,1
173,4289,16324,1296.0817527058146,Yes,Debit Card,2024-03-15 00:21:40.766346,5,31.02370721937739,13
174,5028,13372,1879.4123479784687,Yes,Crypto,2024-03-15 00:21:40.766346,9,18.00339262673561,2
175,11705,8356,1839.1556464592063,No,PayPal,2024-03-15 00:21:40.766346,8,47.67170762634069,5
176,6619,3393,607.9600332773133,No,Credit Card,2024-03-15 00:21:40.766346,9,47.990766227205626,1
177,15277,16259,1020.0809120516916,Yes,Crypto,2024-03-15 00:21:40.766346,7,20.018014094771942,8
178,17602,9578,1316.5570943813696,No,Crypto,2024-03-15 00:21:40.766346,3,,13
179,16863,13688,1546.2866276079737,No,Credit Card,2024-03-15 00:21:40.766346,9,38.76318503356882,8
180,13359,16273,413.3405760847301,Yes,Debit Card,2024-03-15 00:21:40.766346,7,13.612658085350532,6
181,7206,11392,1479.006133789496,Yes,Debit Card,2024-03-15 00:21:40.766346,8,33.42654990744118,10
182,16781,10490,1677.2022228387352,Yes,PayPal,2024-03-15 00:21:40.766346,2,4.623241540064177,6
183,11224,11524,994.8344253143001,Yes,Debit Card,2024-03-15 00:21:40.766346,9,7.7826709693958716,3
184,16119,15612,152.85186445633454,Yes,Credit Card,2024-03-15 00:21:40.766346,3,29.10225130540745,11
185,15759,5263,1717.60849989545,No,Credit Card,2024-03-15 00:21:40.766346,5,23.512429004607494,11
186,6319,11120,1490.06941537947,No,Crypto,2024-03-15 00:21:40.766346,6,7.42835419881423,11
187,8248,7246,1456.1514676530899,Yes,Crypto,2024-03-15 00:21:40.766346,6,10.483593980652467,2
188,6160,11801,614.729330994269,Yes,Debit Card,2024-03-15 00:21:40.766346,4,36.769241233706346,2
189,11742,3262,1980.1107819500476,No,PayPal,2024-03-15 00:21:40.766346,4,9.494946418334587,3
190,5996,14856,1206.1567432187765,No,Debit Card,2024-03-15 00:21:40.766346,8,26.765128608359333,4
191,15333,9989,178.9117556916275,Yes,PayPal,2024-03-15 00:21:40.766346,2,1.2157046210151956,8
192,8295,15969,120.73604917856063,No,Debit Card,2024-03-15 00:21:40.766346,3,4.164884528179291,5
193,3346,4268,90.62886786421674,Yes,PayPal,2024-03-15 00:21:40.766346,9,5.3761800845800956,13
194,16492,258,1183.2536883893374,No,Credit Card,2024-03-15 00:21:40.766346,8,18.605310992742847,4
195,13041,11035,1210.3599547409335,Yes,Debit Card,2024-03-15 00:21:40.766346,4,3.559821706351446,13
196,456,5428,1767.9259168884944,No,Debit Card,2024-03-15 00:21:40.766346,8,35.152438510214886,10
197,10583,12730,1991.5901542074466,Yes,Credit Card,2024-03-15 00:21:40.766346,3,,11
198,12652,4607,236.64092740550504,No,Credit Card,2024-03-15 00:21:40.766346,3,18.247582873423195,6
199,2653,15720,1956.1958760404616,Yes,Crypto,2024-03-15 00:21:40.766346,4,44.73941565943888,7
200,1963,14151,1403.41660707032,Yes,Crypto,2024-03-15 00:21:40.766346,2,22.687808365181077,8
201,674,11260,1537.503379041685,No,Credit Card,2024-03-15 00:21:40.766346,2,38.24938707973994,12
202,1787,7635,382.54030742292923,Yes,PayPal,2024-03-15 00:21:40.766346,7,39.36980367993007,11
203,3428,3220,1720.9050280375966,No,Debit Card,2024-03-15 00:21:40.766346,5,11.120555288939816,11
204,4243,6332,207.64068504056078,No,PayPal,2024-03-15 00:21:40.766346,7,40.045737443987115,3
205,6394,11150,,Yes,PayPal,2024-03-15 00:21:40.766346,8,18.072976932210523,8
206,16547,10379,1703.6717528902636,No,Debit Card,2024-03-15 00:21:40.766346,7,32.3933502112823,7
207,1638,13432,1749.95782170125,Yes,Crypto,2024-03-15 00:21:40.766346,3,25.324819088968496,13
208,5165,13483,565.2443904530506,Yes,PayPal,2024-03-15 00:21:40.766346,6,24.26158594346992,6
209,1288,9422,1024.59142580056,Yes,Debit Card,2024-03-15 00:21:40.766346,8,30.56167447010415,5
210,17464,18126,940.5528002512526,No,PayPal,2024-03-15 00:21:40.766346,8,0.10670123112188623,13
211,886,12144,835.8281448013897,Yes,Crypto,2024-03-15 00:21:40.766346,4,12.144568933220807,4
212,6210,1233,737.5046494924592,Yes,Debit Card,2024-03-15 00:21:40.766346,3,29.76590781500849,12
213,6294,3100,935.6485468672647,No,Crypto,2024-03-15 00:21:40.766346,3,3.6712194296844136,8
214,3080,13780,430.4125428701803,No,Crypto,2024-03-15 00:21:40.766346,7,43.50366847575095,6
215,4579,6812,699.6400329225731,Yes,PayPal,2024-03-15 00:21:40.766346,1,3.567064376512885,13
216,13930,11234,997.1901412296355,Yes,Credit Card,2024-03-15 00:21:40.766346,9,25.143111295678665,7
217,9481,4738,1556.59818740273,Yes,Credit Card,2024-03-15 00:21:40.766346,1,30.312850248144173,4
218,508,4051,524.179527604245,No,Credit Card,2024-03-15 00:21:40.766346,3,,5
219,4233,5984,1004.5188030209785,No,Crypto,2024-03-15 00:21:40.766346,2,32.78920781033344,12
220,10691,2037,64.73272205280333,Yes,Crypto,2024-03-15 00:21:40.766346,7,35.04961624474024,10
221,11030,16854,192.15924584346456,Yes,Crypto,2024-03-15 00:21:40.766346,7,7.0573315004561765,8
222,17186,14149,1701.5960690051213,Yes,PayPal,2024-03-15 00:21:40.766346,8,5.969591665702373,10
223,9805,7435,1334.1300741610053,Yes,Credit Card,2024-03-15 00:21:40.766346,2,2.008651152576385,7
224,15616,16698,427.7513514204835,Yes,PayPal,2024-03-15 00:21:40.766346,8,32.96925874155036,6
225,6242,1063,1745.6277331626256,No,Credit Card,2024-03-15 00:21:40.766346,8,25.887888108054756,3
226,5906,3255,933.0366095043638,No,Debit Card,2024-03-15 00:21:40.766346,7,48.43512887085596,4
227,10570,11810,1507.0985474390186,Yes,Crypto,2024-03-15 00:21:40.766346,4,49.141766868318285,2
228,1557,15503,1584.0444951668346,Yes,Crypto,2024-03-15 00:21:40.766346,3,43.49702426332181,8
229,690,305,787.573769044278,No,PayPal,2024-03-15 00:21:40.766346,7,21.290569685590693,2
230,12469,16153,110.53515400923051,Yes,Credit Card,2024-03-15 00:21:40.766346,3,10.933220585200138,5
231,17926,17685,1333.7661976394845,Yes,PayPal,2024-03-15 00:21:40.766346,7,16.462035016894568,12
232,4121,11514,1581.0023236902077,Yes,Credit Card,2024-03-15 00:21:40.766346,5,24.566024326689096,13
233,5388,13254,652.054089495608,No,Crypto,2024-03-15 00:21:40.766346,1,32.3200365955626,11
234,4347,3766,1816.0603989434578,No,Crypto,2024-03-15 00:21:40.766346,7,44.212549798272185,10
235,356,10997,1038.7246626731626,No,Credit Card,2024-03-15 00:21:40.766346,3,21.14765772657689,1
236,5002,6721,1976.3516530494253,Yes,Debit Card,2024-03-15 00:21:40.766346,8,48.74223213113921,7
237,16678,5988,1768.3272756215454,No,Crypto,2024-03-15 00:21:40.766346,3,26.816713023534156,2
238,1034,6762,1551.7304532060466,No,Crypto,2024-03-15 00:21:40.766346,4,13.617366614623883,1
239,18052,6876,895.8802584932643,Yes,Debit Card,2024-03-15 00:21:40.766346,9,15.983596941555506,6
240,1674,2480,1748.4983510921854,No,Debit Card,2024-03-15 00:21:40.766346,2,13.695127538443257,9
241,2370,17673,1942.7954463201313,Yes,Crypto,2024-03-15 00:21:40.766346,4,5.309681389510401,1
242,7847,17930,1840.3395683026624,No,PayPal,2024-03-15 00:21:40.766346,2,7.9023117755817385,10
243,12971,7192,,No,Debit Card,2024-03-15 00:21:40.766346,2,39.067358910820374,6
244,4273,2068,741.6910314750809,Yes,PayPal,2024-03-15 00:21:40.766346,7,27.608770757533673,11
245,1494,9415,499.2830184360143,Yes,PayPal,2024-03-15 00:21:40.766346,2,6.6726242177872095,12
246,12235,2181,527.1213722609033,Yes,Crypto,2024-03-15 00:21:40.766346,5,47.9926835213265,6
247,6278,7290,1326.4976156878474,Yes,PayPal,2024-03-15 00:21:40.766346,3,13.196380364382065,2
248,11959,14343,143.34873846876914,No,PayPal,2024-03-15 00:21:40.766346,6,28.214062394834823,8
249,9304,17885,1395.4949602243375,Yes,Debit Card,2024-03-15 00:21:40.766346,6,15.845065680960413,1
250,3126,9227,1454.3574508839367,Yes,Crypto,2024-03-15 00:21:40.766346,8,48.177310276588216,10
251,3036,2405,241.18922509048122,Yes,Debit Card,2024-03-15 00:21:40.766346,7,7.781361441021051,8
252,11696,10361,1043.8513935729966,No,Debit Card,2024-03-15 00:21:40.766346,3,16.052311861127716,3
253,13666,5963,296.99516166321376,No,Crypto,2024-03-15 00:21:40.766346,2,16.873781666535336,10
254,15458,282,1465.900816338387,No,Crypto,2024-03-15 00:21:40.766346,9,43.78259328343518,13
255,481,15132,522.3858394688069,Yes,Debit Card,2024-03-15 00:21:40.766346,1,7.813515787714753,7
256,14313,13747,1813.8836546108432,Yes,Crypto,2024-03-15 00:21:40.766346,8,16.10501022831599,5
257,3751,9866,1253.237243303425,Yes,Credit Card,2024-03-15 00:21:40.766346,9,21.303620574176808,2
258,5752,13890,381.9600146668443,Yes,PayPal,2024-03-15 00:21:40.766346,7,7.428270596643399,3
259,7533,12787,918.4022157735292,Yes,Crypto,2024-03-15 00:21:40.766346,4,11.382461555752222,5
260,545,13045,210.5720656223666,No,PayPal,2024-03-15 00:21:40.766346,6,47.51311021133496,5
261,14589,4197,671.1440438233969,No,Crypto,2024-03-15 00:21:40.766346,1,24.92778613619688,6
262,8100,15321,1374.7912705611345,No,Credit Card,2024-03-15 00:21:40.766346,6,26.311353541430822,5
263,14826,5673,59.450782594279495,No,PayPal,2024-03-15 00:21:40.766346,1,1.8517528810024275,6
264,1441,14320,1522.3697238096804,Yes,Crypto,2024-03-15 00:21:40.766346,8,6.0094414728434575,11
