Feedback_ID,Customer_ID,Product_ID,Rating,Feedback_Date,Feedback_Type,Resolution_Status,Customer_Service_Score,Likelihood_to_Recommend,Feedback_Comments_Length
80,11107,2498,1.0601535082306053,2023-04-09 19:18:56.996575904,Positive,Resolved,9.775223870670327,4.27531155430105,196
81,3732,17064,3.06353914675744,2023-04-09 19:18:56.996575904,Positive,Resolved,8.637172278278143,1.9092347251263895,64
82,10990,15361,3.6058222699788796,2023-04-09 19:18:56.996575904,Neutral,Unresolved,4.2218590259709705,1.2488240223153182,142
83,9822,16942,1.5153086425322773,2023-04-09 19:18:56.996575904,Neutral,Unresolved,8.11875815369611,9.55931401157181,276
84,5306,9899,1.5531819669854428,2023-04-09 19:18:56.996575904,Neutral,Resolved,1.9739551310285988,8.800295489872934,57
85,8435,13108,3.6280905931066387,2023-04-09 19:18:56.996575904,Neutral,Resolved,6.638851431186913,1.5414742452098897,354
86,9569,4333,3.2798783011294117,2023-04-09 19:18:56.996575904,Positive,Pending,6.298536639219672,1.2709959494732148,92
87,8709,5941,4.688350687129433,2023-04-09 19:18:56.996575904,Neutral,Pending,4.553182567671221,6.871882193804845,345
88,4296,8391,2.943100114856939,2023-04-09 19:18:56.996575904,Negative,Pending,8.987862811449382,8.784243448888926,296
89,8488,17645,2.205400703091836,2023-04-09 19:18:56.996575904,Negative,Pending,8.18774048760531,6.075144019634611,177
90,17967,16992,3.1707032559511306,2023-04-09 19:18:56.996575904,Negative,Unresolved,4.268003747312786,5.712248923017067,420
91,18127,6998,4.314729773007796,2023-04-09 19:18:56.996575904,Positive,Pending,23.825831577536693,3.6780324859074183,284
92,12639,5727,2.3862618263775346,2023-04-09 19:18:56.996575904,Neutral,Resolved,5.904242683751786,8.605711502570097,498
93,3443,14478,2.865335901885307,2023-04-09 19:18:56.996575904,Neutral,Unresolved,2.6905703881812184,8.044631566675811,314
94,9249,1538,3.4793637789753693,2023-04-09 19:18:56.996575904,Negative,Pending,7.790066862609919,4.621066760685664,30
95,4529,12332,1.942770997962993,2023-04-09 19:18:56.996575904,Neutral,Pending,9.192573580542156,9.364948476134616,337
96,7679,2283,1.4882017124704405,2023-04-09 19:18:56.996575904,Positive,Unresolved,1.153174914487851,1.1238619878562097,450
97,16647,17085,1.6582413226887787,2023-04-09 19:18:56.996575904,Positive,Resolved,5.897641264262757,5.801196141070149,497
98,16698,3203,4.601680931081017,2023-04-09 19:18:56.996575904,Positive,Resolved,4.586188846571535,1.7989449659364463,489
99,4025,13007,3.2010248677472495,2023-04-09 19:18:56.996575904,Positive,Resolved,4.57247797667338,1.2498156124420299,476
100,10649,4790,2.8491540334865944,2023-04-09 19:18:56.996575904,Neutral,Resolved,,6.218030663889929,201
101,12957,13550,3.668787410596943,2023-04-09 19:18:56.996575904,Neutral,Resolved,7.909393092495707,8.772543239813114,258
102,9297,10560,3.9130826738738786,2023-04-09 19:18:56.996575904,Positive,Resolved,5.934429903627787,8.476644658754973,107
103,6342,10097,1.522701122039992,2023-04-09 19:18:56.996575904,Positive,Pending,8.962425557649803,6.97744658645495,281
104,7591,5224,3.23212079469881,2023-04-09 19:18:56.996575904,Positive,Pending,1.042714335926223,1.1042900093648387,442
105,7963,10266,3.0267877212422554,2023-04-09 19:18:56.996575904,Positive,Resolved,8.522742147461475,5.531196454606791,298
106,5344,8533,2.347449686386374,2023-04-09 19:18:56.996575904,Negative,Pending,8.328268557330256,6.449577026802373,462
107,17297,9058,1.8965775926576458,2023-04-09 19:18:56.996575904,Positive,Pending,4.503729161260844,2.7129669353985495,311
108,16062,13577,2.6563725517272996,2023-04-09 19:18:56.996575904,Negative,Pending,,2.611155829922839,203
109,17949,591,1.9129023994249508,2023-04-09 19:18:56.996575904,Negative,Resolved,4.873333733723539,8.245055172619985,25
110,16766,16280,2.461686138226195,2023-04-09 19:18:56.996575904,Positive,Pending,6.0804788681117055,1.6514354111333684,135
111,12746,5053,3.7247189929649647,2023-04-09 19:18:56.996575904,Neutral,Resolved,8.465469276601933,4.941277374059842,324
112,14501,3245,,2023-04-09 19:18:56.996575904,Neutral,Pending,2.8835271798552444,7.79883219429065,479
113,11588,17254,3.731437919513845,2023-04-09 19:18:56.996575904,Negative,Resolved,,3.8506766292585133,477
114,8341,3726,4.670175843297246,2023-04-09 19:18:56.996575904,Positive,Resolved,6.188901703724615,7.611153774532633,81
115,9326,947,1.8855322833716786,2023-04-09 19:18:56.996575904,Negative,Unresolved,5.326230669422116,8.185136379099882,332
116,7065,10684,4.759007819217628,2023-04-09 19:18:56.996575904,Neutral,Pending,4.659896174403668,1.2516701305435052,28
117,17698,1500,2.5406581829453563,2023-04-09 19:18:56.996575904,Neutral,Unresolved,8.278384469930437,3.059990588971303,247
118,2834,8825,3.8448576115016593,2023-04-09 19:18:56.996575904,Positive,Unresolved,8.213704671571485,8.712843496798762,227
119,3210,11192,1.5799547124823832,2023-04-09 19:18:56.996575904,Neutral,Unresolved,4.6462242336933315,5.0486607505622905,137
120,7324,17420,2.3182219126514325,2023-04-09 19:18:56.996575904,Neutral,Unresolved,,7.27676375919369,150
121,4600,15010,1.4521786449132326,2023-04-09 19:18:56.996575904,Positive,Resolved,7.041003166189608,3.9041992703104427,130
122,4758,8746,1.0456511659892804,2023-04-09 19:18:56.996575904,Neutral,Pending,1.5227809366549572,6.34983617226282,374
123,6579,11738,1.3338697251037006,2023-04-09 19:18:56.996575904,Positive,Pending,8.237040283944998,9.382993072464949,148
124,15937,7244,1.091064716264483,2023-04-09 19:18:56.996575904,Negative,Unresolved,6.933496623805573,8.045955271377927,207
125,10271,17466,4.218067255036436,2023-04-09 19:18:56.996575904,Neutral,Unresolved,1.2608584488474008,2.636776168241185,317
126,6185,1698,4.740706606756755,2023-04-09 19:18:56.996575904,Positive,Pending,2.4865225742241464,1.578400499139606,456
127,2264,3212,3.2405384549887124,2023-04-09 19:18:56.996575904,Neutral,Resolved,8.829481897784822,8.629387183024072,338
128,10825,7018,4.740902280800025,2023-04-09 19:18:56.996575904,Neutral,Unresolved,2.282799053710532,9.999120847204745,363
129,15046,7929,3.2157854079091774,2023-04-09 19:18:56.996575904,Neutral,Unresolved,1.994051674662768,8.525515722090331,163
130,5864,14895,4.011447940022741,2023-04-09 19:18:56.996575904,Negative,Pending,6.960025401011113,7.4476769343261555,153
131,13346,5906,3.464981079564919,2023-04-09 19:18:56.996575904,Neutral,Unresolved,3.5787203727595425,5.869129146809415,489
132,2202,13837,1.7432292423794506,2023-04-09 19:18:56.996575904,Neutral,Pending,3.328839052267714,1.5186029155792813,68
133,8104,15093,2.97138781017129,2023-04-09 19:18:56.996575904,Negative,Resolved,1.5933090748450502,3.227324720470712,175
134,8871,15134,3.0382047160651657,2023-04-09 19:18:56.996575904,Neutral,Pending,2.5841847096888966,2.4130765329423647,69
135,14553,4780,4.514418322323446,2023-04-09 19:18:56.996575904,Positive,Resolved,3.827127165755109,1.166411800606529,351
136,17478,11278,1.708495536723814,2023-04-09 19:18:56.996575904,Neutral,Unresolved,5.3876447077058085,7.61032905475888,326
137,6869,11114,3.223794921283429,2023-04-09 19:18:56.996575904,Neutral,Pending,6.358584403741666,2.9462074178635476,15
138,9473,12698,4.148806988857752,2023-04-09 19:18:56.996575904,Neutral,Pending,9.21453384639558,1.5820920044622495,382
139,6695,17904,1.8961498473617664,2023-04-09 19:18:56.996575904,Neutral,Pending,5.447828233781482,3.3350230232068565,390
140,9368,17770,3.252964934853833,2023-04-09 19:18:56.996575904,Neutral,Resolved,,1.1469090326202758,370
141,5810,6478,4.004054186140753,2023-04-09 19:18:56.996575904,Negative,Resolved,5.397369678511223,8.396001199675675,270
142,14656,2207,,2023-04-09 19:18:56.996575904,Positive,Resolved,2.9827479116493176,3.3570305120891,472
143,9946,8645,3.607896169426251,2023-04-09 19:18:56.996575904,Positive,Pending,1.162606778097883,3.5251483099361023,29
144,2332,4323,4.563675410075833,2023-04-09 19:18:56.996575904,Positive,Pending,4.347641023706329,9.283551610693658,475
145,11649,15544,3.0768753092348193,2023-04-09 19:18:56.996575904,Positive,Unresolved,7.168484914565103,6.719272474259829,75
146,12470,17799,3.631351809273615,2023-04-09 19:18:56.996575904,Neutral,Unresolved,,8.545562081079753,432
147,143,732,2.515435070381099,2023-04-09 19:18:56.996575904,Neutral,Resolved,8.715620906988635,5.501116686568385,217
148,15832,5072,4.404004764563055,2023-04-09 19:18:56.996575904,Neutral,Resolved,8.524780069027234,1.716988879371394,45
149,12732,13293,4.248849224968005,2023-04-09 19:18:56.996575904,Neutral,Unresolved,2.170212422437512,2.1874607456443016,385
150,8284,10138,1.0196600283081363,2023-04-09 19:18:56.996575904,Positive,Unresolved,3.774564463090247,9.816652864549667,198
151,17327,7935,3.600705202274105,2023-04-09 19:18:56.996575904,Neutral,Unresolved,7.909452229115364,9.615768729933766,373
152,15117,4148,2.9150341690833526,2023-04-09 19:18:56.996575904,Negative,Pending,3.8561675847212085,5.412190908262726,204
153,9288,11069,3.2293214711235585,2023-04-09 19:18:56.996575904,Neutral,Unresolved,4.655055925707918,5.357197181260663,451
154,14181,16935,1.4906707533479993,2023-04-09 19:18:56.996575904,Neutral,Unresolved,4.690040126454123,3.35814495613311,495
155,3596,4389,2.5824798882342987,2023-04-09 19:18:56.996575904,Positive,Resolved,7.083645145424126,6.493904073988854,375
156,17197,7595,1.532237918884252,2023-04-09 19:18:56.996575904,Negative,Resolved,1.0625827171908195,4.796437733275969,102
157,5291,15880,3.3339683437341576,2023-04-09 19:18:56.996575904,Negative,Pending,5.8060084290941685,1.2438516422450008,198
158,1681,12806,2.7444766337671953,2023-04-09 19:18:56.996575904,Negative,Unresolved,3.6333671523164144,8.285648641192715,459
159,16988,9262,1.2322682523247255,2023-04-09 19:18:56.996575904,Positive,Pending,3.490504557977699,7.871213388894752,92
160,13122,3518,4.000097172053113,2023-04-09 19:18:56.996575904,Positive,Unresolved,1.1606902926469411,1.1042742430134234,397
161,1759,5836,3.0015304051292073,2023-04-09 19:18:56.996575904,Positive,Pending,4.347474707735158,9.382324864627066,123
162,3621,17128,1.8619093988361506,2023-04-09 19:18:56.996575904,Positive,Pending,3.602293016335715,1.2030930210657291,481
163,17380,16053,2.616437495829092,2023-04-09 19:18:56.996575904,Negative,Resolved,9.428326201346248,9.890152348174233,186
164,8060,271,4.1163143042714765,2023-04-09 19:18:56.996575904,Positive,Resolved,,4.067792905158123,368
165,5207,5356,4.922149826317854,2023-04-09 19:18:56.996575904,Neutral,Resolved,8.949768025217685,1.166049832215967,178
166,3588,5459,,2023-04-09 19:18:56.996575904,Neutral,Unresolved,7.966946653012332,4.070724878866258,204
167,3069,3214,4.6814072263560105,2023-04-09 19:18:56.996575904,Negative,Unresolved,8.579414445840918,5.20859163310659,387
168,18134,3330,2.2885848113837395,2023-04-09 19:18:56.996575904,Negative,Unresolved,8.430427370084713,8.641941440495131,338
169,11210,4934,2.2208782770388047,2023-04-09 19:18:56.996575904,Negative,Pending,7.4953742515088955,7.2476817594595415,388
170,1221,2056,4.867553282134418,2023-04-09 19:18:56.996575904,Negative,Resolved,7.403290939569902,1.9119724254292976,318
171,7754,16700,1.0915055101235605,2023-04-09 19:18:56.996575904,Positive,Pending,8.091372338169286,5.951557531343054,430
172,12060,3847,3.5793461059659832,2023-04-09 19:18:56.996575904,Neutral,Resolved,9.38108068937421,5.32032653477563,191
173,10221,8755,2.756188458520474,2023-04-09 19:18:56.996575904,Neutral,Unresolved,4.455217036414904,9.637519947158,330
174,5789,1580,3.6576864940426272,2023-04-09 19:18:56.996575904,Negative,Unresolved,4.919508204902083,1.4249525973507078,180
175,11123,1974,3.8676457753254705,2023-04-09 19:18:56.996575904,Neutral,Pending,6.127862156159777,3.2147220783003574,130
176,13990,15013,4.982149040929853,2023-04-09 19:18:56.996575904,Negative,Pending,6.259832530820406,8.944006594408446,152
177,6768,17904,1.5010608625700508,2023-04-09 19:18:56.996575904,Positive,Pending,5.706775017596749,4.387231905350292,407
178,15555,18282,4.137290911161532,2023-04-09 19:18:56.996575904,Positive,Resolved,3.2409412109737588,4.618039486470426,294
179,8084,11599,3.0507991893762956,2023-04-09 19:18:56.996575904,Negative,Pending,6.27705387762143,6.036677277834351,366
180,15532,17020,2.3445323804514833,2023-04-09 19:18:56.996575904,Neutral,Unresolved,5.258783043329268,5.536995546050267,393
181,9887,8840,2.2219090656157174,2023-04-09 19:18:56.996575904,Negative,Resolved,5.16961480923788,6.4391254527562385,248
182,18180,14035,1.881526354062359,2023-04-09 19:18:56.996575904,Positive,Unresolved,2.6379531829511658,7.6620511535701805,138
183,9650,1038,1.3257428977277907,2023-04-09 19:18:56.996575904,Negative,Unresolved,5.415188042306751,5.8125570414994785,453
184,1838,930,1.415453504079062,2023-04-09 19:18:56.996575904,Negative,Pending,8.822512979638805,9.292567397109636,462
185,895,13069,3.810084887487361,2023-04-09 19:18:56.996575904,Negative,Resolved,9.490683523599056,5.317032523346377,27
186,12207,8297,1.6714551374283695,2023-04-09 19:18:56.996575904,Negative,Pending,6.558810859227375,3.157914317667009,105
187,10026,8199,3.9009111951514166,2023-04-09 19:18:56.996575904,Positive,Resolved,6.943643714901613,8.835590103949556,414
188,16311,11332,2.914444234921209,2023-04-09 19:18:56.996575904,Neutral,Pending,7.295192213793067,6.883052866188077,74
189,1208,16558,4.633760325220617,2023-04-09 19:18:56.996575904,Negative,Pending,1.9708727195151186,7.5958398784766,175
190,10774,13579,1.266050498290205,2023-04-09 19:18:56.996575904,Neutral,Unresolved,2.831106880245323,1.1760923842120095,211
191,5941,1320,4.79895893370963,2023-04-09 19:18:56.996575904,Positive,Resolved,2.0477907901898194,1.2504270741275196,22
192,1289,17358,2.2029852835282697,2023-04-09 19:18:56.996575904,Positive,Resolved,7.251111411170083,5.442556335581073,223
193,17220,10379,1.3421280616275646,2023-04-09 19:18:56.996575904,Neutral,Unresolved,8.182608508571327,4.437814766708765,385
194,5552,12078,3.1144343603970035,2023-04-09 19:18:56.996575904,Positive,Resolved,5.449106730122069,4.42672777405337,177
195,4081,12353,3.983853981045617,2023-04-09 19:18:56.996575904,Positive,Unresolved,5.889536731409621,5.5566266256809005,412
196,12034,18106,2.6281255398615313,2023-04-09 19:18:56.996575904,Negative,Unresolved,8.40362123668132,4.589770729905888,333
197,8959,2977,1.7535692792629751,2023-04-09 19:18:56.996575904,Neutral,Resolved,7.243967314988464,5.506447062956121,295
198,13390,2340,2.507041188767916,2023-04-09 19:18:56.996575904,Negative,Pending,6.185683943277329,7.158358110600053,295
199,16115,11108,2.224350295988323,2023-04-09 19:18:56.996575904,Neutral,Resolved,7.727308382370178,2.032911314062364,327
200,2809,16566,3.9966764376699757,2023-04-09 19:18:56.996575904,Positive,Resolved,7.505005656480543,1.868992324254878,138
201,6939,6016,4.688297439415642,2023-04-09 19:18:56.996575904,Negative,Unresolved,3.810669785546075,4.337612015514832,489
202,8364,15372,2.844133366730538,2023-04-09 19:18:56.996575904,Negative,Resolved,4.809112720629603,4.160770406493469,428
203,17712,4709,2.0880141270834214,2023-04-09 19:18:56.996575904,Negative,Unresolved,7.557976006303474,9.719073436520512,474
204,4775,9132,2.5044808019270155,2023-04-09 19:18:56.996575904,Negative,Pending,9.671175760971977,8.616442266137014,89
205,8985,8762,3.093578640686098,2023-04-09 19:18:56.996575904,Negative,Pending,5.313994268623729,8.65000070125378,453
206,14808,4311,3.198799531547859,2023-04-09 19:18:56.996575904,Negative,Resolved,1.329570190759393,4.759207235916458,238
207,12998,4334,4.359741727100621,2023-04-09 19:18:56.996575904,Neutral,Unresolved,1.1616816260547709,2.739153853503897,283
208,11349,12409,1.435978308505347,2023-04-09 19:18:56.996575904,Positive,Pending,7.716270090117071,2.2020425918106583,276
209,393,2031,3.702658953145307,2023-04-09 19:18:56.996575904,Neutral,Unresolved,1.8013586511200215,6.727356155411846,26
210,7176,12817,1.3516623385307538,2023-04-09 19:18:56.996575904,Positive,Pending,1.7116054957185258,4.327519542307171,97
211,3729,347,2.3444344268963775,2023-04-09 19:18:56.996575904,Neutral,Pending,2.6794915518754854,7.342401648834028,266
212,18171,14022,1.2907017972328845,2023-04-09 19:18:56.996575904,Negative,Resolved,5.163050201837864,9.681421265820847,303
213,5575,45,2.49384724541142,2023-04-09 19:18:56.996575904,Neutral,Pending,2.174026523918015,6.022286875230491,14
214,13072,2310,1.295340049321482,2023-04-09 19:18:56.996575904,Neutral,Pending,2.1718483546755385,5.7803679688449545,187
215,15109,4917,,2023-04-09 19:18:56.996575904,Neutral,Unresolved,8.730044018069748,6.180750172445301,119
216,9404,15492,1.4542024383151495,2023-04-09 19:18:56.996575904,Negative,Unresolved,8.910137363553858,1.3512090582069751,2
217,16329,15570,2.1379391144566293,2023-04-09 19:18:56.996575904,Positive,Resolved,9.518033228616051,7.643361988552669,194
218,8584,1561,2.3938706897746873,2023-04-09 19:18:56.996575904,Neutral,Pending,8.500901030193013,2.494158648138181,137
219,13217,455,1.5012857103940997,2023-04-09 19:18:56.996575904,Positive,Resolved,4.134032736716401,8.364160172014326,389
220,3360,14770,3.5853452600397073,2023-04-09 19:18:56.996575904,Negative,Resolved,9.953584794631762,7.803008127004554,219
221,4322,422,4.7441313836711245,2023-04-09 19:18:56.996575904,Neutral,Pending,5.1774089704932384,8.321368146099324,401
222,17635,10267,4.783596507144013,2023-04-09 19:18:56.996575904,Neutral,Pending,9.648095031876968,6.771337738377585,390
223,3720,12798,2.5968229395630935,2023-04-09 19:18:56.996575904,Positive,Resolved,7.979119623920037,4.943820961748518,140
224,11724,15234,,2023-04-09 19:18:56.996575904,Negative,Unresolved,4.65366360332669,3.1809119306489237,53
225,7278,11304,2.846359330051019,2023-04-09 19:18:56.996575904,Neutral,Pending,4.788938323062015,1.5317068488011143,230
226,2366,5071,1.310518324278084,2023-04-09 19:18:56.996575904,Neutral,Unresolved,,4.976013798491776,290
227,5969,13608,3.9015141785429477,2023-04-09 19:18:56.996575904,Positive,Pending,6.191661511569255,6.0532692661670335,464
228,7754,12664,2.751085846725595,2023-04-09 19:18:56.996575904,Positive,Pending,2.83518260131352,5.605581263930764,88
